,cluster_label,tags,tags_keybert,content
2469,141,"['covid-19 response', 'drone', 'reforestation', 'vaccines']","['uav', 'pesticides', 'drone', 'vaccine', 'fertilizers', 'spd', 'reforestation', 'agriculture', 'primebotics', 'lab']","SPD project -Served by Drone
As part of the Lab Open Day, this project was presented by the young innovator Érico Pinheiro from PrimeBotics. It is an initiative and/or technological solution to support the fight against the spread of COVID-19 (street disinfestation) as well as to combat the socioeconomic crisis (linked to agriculture) caused by the Pandemic crisis. The purpose of the project is to develop a multi-purpose Unmanned Aerial Vehicle (UAV) that is capable of dispersing seeds in agriculture fields with potential for reforestation, spray pesticides, fertilizers, and disinfectants, as well package delivery to remote populations (vaccine, medical samples, school materials)."
2470,37,"['agriculture', 'reciclage', 'water mobilization', 'gas']","['recycle', 'gas', 'cooking', 'reuse', 'water', 'combat', 'saponacea', 'solution', 'crisis', 'slid']","Recycle BE-Reuse System Solution
Reuse of water saponacea to combat the crisis/lack of water, and a solution that turns slid into cooking gas"
2471,123,"['plastic waste', 'ngo']","['panamá', 'mareaverdepanama', 'bob', 'hernández', 'tratamiento', 'reciclaje', 'recolección', 'tapia', 'matías', 'toma', 'sandy', 'plásticos', 'sociedad', 'otros', 'ríos', 'lucro', 'orgánicos', 'contenerización', 'vidrio', 'la']","BoB - Río Tapia y Río Matías Hernández
Sandy Watemberg
info@mareaverdepanama.org
Marea Verde es una asociación sin fines de lucro que desde 2017 toma acción y crea conciencia en cómo mitigar la contaminación por desechos sólidos en los ríos y costas de Panamá
Cuenca del Río Matías Hernández y Río Tapia
https://www.instagram.com/mareaverdepanama/?hl=en
Organización comunitaria/sociedad civil
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Orgánicos
Plásticos
Papel/cartón
Aluminio y otros metales
TetraPak
Vidrio
Textiles
Todas las anteriores"
2472,161,"['awareness', 'employment', 'health and wellbeing', 'innovation during covid-19', 'prototyping', 'youth', 'community  involment']","['locksmith', 'washer', 'washes', 'washing', 'lab']","Washing Hands Machine
With the pandemic crisis, the Accelerator Lab team discovered a solution to hand washes created by a young locksmith. The hand washer works by using the feet."
2473,299,"['communication', 'innovation during covid-19', 'public health', 'public services', 'technology']","['technological', 'lab', 'emergency', 'technology', 'accelerator', 'development', 'integrated', 'modeling', 'pandemic', 'combating', 'challenges', 'modern', 'opportunities', 'crisis', 'government', 'goals', 'tools', 'need', 'quickly', 'covid']","COMVIDA
Facing the country's emergency situation and taking into account our mission, with a focus on achieving the Sustainable Development Goals, it was up to UNDP, within the Accelerator Lab Project, with a view to acting more quickly in the most diverse and complex challenges, understand the difficulties and support opportunities that the Government and the Country need, using modern technology and techniques for modeling processes and modern tools that are easy for everyone to use. Thus, COMVIDA appears, a technological solution composed of several modules and that works in an integrated way with all institutions throughout the cycle of combating COVID19.It is the main channel of communication with the citizen during the pandemic crisis (Government's official communication channel for the pandemic crisis)."
2474,18,"['waste management', 'zero waste']","['facebook', 'environmental', 'recycling', 'reuse']","Zero Waste Management
Zero Waste is a worldwide movement that proposes the reduction of waste produced through the reuse of waste, and recycling without waste and leftovers; The focal point of Zero Waste in Cape Verde (three women's gurpo), created a digital solution (facebook page) through which communication, and/or raising awareness of the environmental issue linked to waste at national level."
2475,340,"['green infraestructure', 'innovation', 'water saving', 'reciclage']","['vegetables', 'hydroponics', 'agriculture', 'hydro', 'drained', 'waste', 'water']","Hidro Saudável 
Hydro Healthy"", a project /Solution in the area of agriculture, specializing in the production of vegetables using hydroponics techniques in NFT System (without land use), (Consumes very little water, which is scarce in Cape Verde) – All water is not consumed for good, is drained to the source tank and reused again, eliminating all waste."
2476,34,"['access to information', 'air pollution', 'data', 'digital platform']","['mobile', 'pollution', 'education', 'high', 'important', 'pollen']","Air quality tracking application

This application is available to everyone with a mobile device that tracks air quality, pollen in the air, UV index, education for children to understan about air pollution and how to prevent it among many other features. This is important for our region because of high air pollution. 
https://mojvozduh.eu/web/"
2477,46,"['biodegradable', 'organic production', 'compost', 'organic waste', 'new waste']","['fertilizers', 'compost', 'cat', 'biodegradable', 'mama', 'biological', 'organa']","Mama Organa: Products from composted waste
A company called Mama Organa uses biological waste to produce compost that makes organic fertilizers for plants and biodegradable cat litter.
https://grouper.mk/shop/mama-organa"
2478,363,"['affordability', 'innovation', 'partnership with private sector', 'youth', '3d printing']",['cheapest'],"3D printed and self-assimilable bionic arm
A bionic arm developed by teenagers that costs only 250$ for the parts that are needed and can be assembled by anyone in one hour. They do not charge for labor or shipping nor get profit from it. The concept is to allow people from developing countries, especially for children in growth to have the ability to afford this product because the cheapest traditional bionic arm costs about 7000$. The bionic arm also has the ability to adjust to the growth of the hand for children.
https://www.generationunlimited.org/stories/teenagers-develop-3d-printed-bionic-arm-30-times-cheaper-existing-prosthetics"
2479,234,"['employment', 'partnership with private sector', 'youth', 'youth and unemployment']","['interns', 'unemployment']","Website to connect potential interns with potential employers
This allows for young people to become part of the work force and bridge the gap of education to employment. This is important because of the big percentage of youth unemployment in the state. It is accessible, free and easy to use.
https://bintern.com/"
2480,91,"['air pollution', 'biodiversity', 'future', 'eco-activism']","['treebanks', 'website', 'trees', 'customers', 'tree', 'web', 'planting']","Treebanks: Book a trip and plant a tree
Treebanks is a website that allows customers to book their trip through them; they get referral percentages from the major booking sites. With this money they plant trees in the various communities. In the web page of the initiative there are information form the previous actions, as well as numbers on the plant tree, and the plans for planting for the future.
https://treebanks.com/"
2481,58,"['green ideas', 'innovation', 'the vulnerable members of our society', 'social entrepreneurship']","['macedonia', 'competition', 'balkans', 'ideas', 'green', 'greece', 'sustainable']","Green Ideas Competition
“Green Ideas” is an annual competition that supports the development of small, locally sustainable business ideas in the Western Balkans and Greece. In North Macedonia is organized by Arno organization.
https://arno.org.mk/project/green-ideas/"
2482,18,"['clean cities', 'protecting the environment', 'eco-activism']","['environmental', 'volunteers', 'clubs', 'green', 'environment', 'sustainable', 'organization']","Go Green: Environmental protection organization
Go Green is an association for sustainable development and environmental protection. Based in the capital, this organization functions on the basis of clubs that consist of volunteers to protect the environment.
https://www.bidizelen.org/en/home/"
2483,60,"['air pollution', 'big data analysis', 'data', 'open software', 'noise pollution']","['environmental', 'crowdsourcing', 'website', 'netcetera', 'eco', 'software', 'environment', 'noise', 'humidity', 'company', 'application', 'presents', 'air', 'data', 'open', 'platform', 'pulse', 'pm', 'temperature']","Pulse Eco: Open Data for the environment
Pulse.eco is a crowdsourcing platform, which gathers and presents environmental data. This consists of noise levels, air purity levels of PM10 and PM25, also temperature, humidity, and etc. The application and website is owned and managed by Netcetera Software Company.
https://skopje.pulse.eco/"
2484,338,"['community empowerment', 'economic empowerment', 'plastic waste management', 'vulnerable groups', 'social entrepreneurship']","['recycling', 'companies', 'organize', 'social', 'collectors', 'enterprise', 'households', 'waste']","REDI Recycling: Informal Waste Collection 
REDI Recycling is a Start-up social enterprise which aims to organize and employ individual Roma collectors, while establishing a system for primary waste separation in households and companies.
https://redi-ngo.eu/recycling/redi-recycling/"
